"county_areas","region","date","month","year","quarter","homicide_con","offences_against_the_person_con","sexual_offences_con","burglary_con","robbery_con","theft_and_handling_con","fraud_and_forgery_con","criminal_damage_con","drugs_offences_con","public_order_offences_con","all_other_offences_con","motoring_offences_con"
"West Yorkshire","Yorkshire and Humberside","2017-08-01","Aug",2017,"Q3_2017",0,495,62,52,36,253,31,80,129,141,26,252
"Wiltshire","Oxfordshire","2017-08-01","Aug",2017,"Q3_2017",0,112,8,11,2,83,9,26,29,33,5,74
"Avon and Somerset","South West","2017-09-01","Sep",2017,"Q3_2017",2,260,48,34,5,147,23,32,78,73,18,178
"Bedfordshire","Thames and Chiltern","2017-09-01","Sep",2017,"Q3_2017",0,74,6,14,2,59,10,9,18,15,6,90
"Cambridgeshire","East of England","2017-09-01","Sep",2017,"Q3_2017",1,89,13,12,4,71,15,22,31,32,9,98
"Cheshire","Mersey-Cheshire","2017-09-01","Sep",2017,"Q3_2017",0,262,18,19,2,109,10,32,70,128,9,178
"Cleveland","North East","2017-09-01","Sep",2017,"Q3_2017",0,104,12,18,6,175,10,24,65,36,10,69
"Cumbria","North West","2017-09-01","Sep",2017,"Q3_2017",0,85,2,6,1,63,4,22,29,30,4,75
"Derbyshire","East Midlands","2017-09-01","Sep",2017,"Q3_2017",1,170,13,21,5,120,10,40,54,44,14,99
"Devon and Cornwall","South West","2017-09-01","Sep",2017,"Q3_2017",4,187,10,18,4,99,7,34,50,67,10,153
"Dorset","Oxfordshire","2017-09-01","Sep",2017,"Q3_2017",1,128,10,13,3,80,8,25,31,63,12,115
"Durham","North East","2017-09-01","Sep",2017,"Q3_2017",0,104,2,17,2,89,4,25,16,26,6,70
"Dyfed Powys","Cymru/Wales","2017-09-01","Sep",2017,"Q3_2017",0,58,0,6,1,48,2,22,38,22,4,74
"Essex","East of England","2017-09-01","Sep",2017,"Q3_2017",4,237,49,28,6,112,22,41,62,47,6,189
"Gloucestershire","South West","2017-09-01","Sep",2017,"Q3_2017",1,73,1,13,2,46,3,18,31,18,2,58
"GreaterManchester","North West","2017-09-01","Sep",2017,"Q3_2017",12,490,64,55,37,151,20,82,81,141,32,286
"Gwent","Cymru/Wales","2017-09-01","Sep",2017,"Q3_2017",0,78,8,8,0,83,10,18,47,30,4,65
"Hampshire","Oxfordshire","2017-09-01","Sep",2017,"Q3_2017",1,296,35,34,7,159,17,40,56,68,19,184
"Hertfordshire","Thames and Chiltern","2017-09-01","Sep",2017,"Q3_2017",1,163,8,25,3,138,20,26,55,39,8,128
"Humberside","Yorkshire and Humberside","2017-09-01","Sep",2017,"Q3_2017",0,175,11,14,7,129,13,36,40,63,13,67
"Kent","South East","2017-09-01","Sep",2017,"Q3_2017",4,310,24,23,12,139,38,63,80,56,28,162
"Lancashire","North West","2017-09-01","Sep",2017,"Q3_2017",0,254,22,36,8,244,19,55,60,106,17,231
"Leicestershire","East Midlands","2017-09-01","Sep",2017,"Q3_2017",1,178,28,26,5,72,11,21,43,49,11,124
"Lincolnshire","East Midlands","2017-09-01","Sep",2017,"Q3_2017",1,125,3,17,0,87,8,24,33,37,11,124
"Merseyside","Mersey-Cheshire","2017-09-01","Sep",2017,"Q3_2017",0,305,32,14,4,179,16,33,176,107,14,225
"Metropolitan and City","Greater London","2017-09-01","Sep",2017,"Q3_2017",12,1363,142,158,87,687,175,210,917,426,175,964
"Norfolk","East of England","2017-09-01","Sep",2017,"Q3_2017",0,158,5,14,4,103,14,45,54,89,6,134
"Northamptonshire","East Midlands","2017-09-01","Sep",2017,"Q3_2017",0,126,8,9,0,54,5,15,22,21,4,95
"Northumbria","North East","2017-09-01","Sep",2017,"Q3_2017",2,242,52,49,9,231,23,66,58,157,12,185
"North Wales","Cymru/Wales","2017-09-01","Sep",2017,"Q3_2017",0,187,14,22,2,108,5,24,32,67,7,138
"North Yorkshire","Yorkshire and Humberside","2017-09-01","Sep",2017,"Q3_2017",1,112,10,22,0,88,10,22,30,50,15,124
"Nottinghamshire","East Midlands","2017-09-01","Sep",2017,"Q3_2017",4,247,28,23,9,150,16,44,87,69,12,139
"South Wales","Cymru/Wales","2017-09-01","Sep",2017,"Q3_2017",2,382,27,27,6,252,24,61,114,146,14,225
"South Yorkshire","Yorkshire and Humberside","2017-09-01","Sep",2017,"Q3_2017",3,209,14,40,25,157,24,48,74,88,13,167
"Staffordshire","West Midlands","2017-09-01","Sep",2017,"Q3_2017",0,194,24,18,5,123,19,34,61,56,18,129
"Suffolk","East of England","2017-09-01","Sep",2017,"Q3_2017",2,94,8,5,8,62,7,19,43,41,6,84
"Surrey","South East","2017-09-01","Sep",2017,"Q3_2017",3,129,21,13,1,57,13,21,18,20,10,95
"Sussex","South East","2017-09-01","Sep",2017,"Q3_2017",0,257,28,18,5,90,18,25,71,55,10,180
"Thames Valley","Thames and Chiltern","2017-09-01","Sep",2017,"Q3_2017",4,333,46,58,7,233,36,73,98,81,32,318
"Warwickshire","West Midlands","2017-09-01","Sep",2017,"Q3_2017",0,65,9,13,3,42,10,9,21,19,4,78
"West Mercia","West Midlands","2017-09-01","Sep",2017,"Q3_2017",6,220,20,25,4,112,16,41,56,75,11,190
"West Midlands","West Midlands","2017-09-01","Sep",2017,"Q3_2017",11,609,66,63,30,446,59,89,211,253,69,280
"West Yorkshire","Yorkshire and Humberside","2017-09-01","Sep",2017,"Q3_2017",5,446,71,84,15,243,34,70,137,154,24,236
"Wiltshire","Oxfordshire","2017-09-01","Sep",2017,"Q3_2017",0,85,12,7,0,58,8,13,25,21,7,64
"Avon and Somerset","South West","2017-10-01","Oct",2017,"Q4_2017",2,277,54,21,9,150,21,57,110,70,8,180
"Bedfordshire","Thames and Chiltern","2017-10-01","Oct",2017,"Q4_2017",1,76,4,10,9,74,10,23,36,25,8,79
"Cambridgeshire","East of England","2017-10-01","Oct",2017,"Q4_2017",4,128,11,13,6,73,17,26,22,19,4,78
"Cheshire","Mersey-Cheshire","2017-10-01","Oct",2017,"Q4_2017",1,205,23,19,3,157,22,25,71,107,15,221
"Cleveland","North East","2017-10-01","Oct",2017,"Q4_2017",4,104,11,35,3,200,10,26,40,48,9,73
"Cumbria","North West","2017-10-01","Oct",2017,"Q4_2017",0,118,5,6,0,69,3,24,37,41,7,74
"Derbyshire","East Midlands","2017-10-01","Oct",2017,"Q4_2017",1,174,9,17,5,130,12,31,46,48,12,135
"Devon and Cornwall","South West","2017-10-01","Oct",2017,"Q4_2017",3,190,12,30,8,130,12,41,59,71,11,205
"Dorset","Oxfordshire","2017-10-01","Oct",2017,"Q4_2017",2,156,9,10,0,78,11,19,51,44,12,118
"Durham","North East","2017-10-01","Oct",2017,"Q4_2017",2,109,7,13,2,123,11,25,12,20,8,79
"Dyfed Powys","Cymru/Wales","2017-10-01","Oct",2017,"Q4_2017",1,65,12,7,0,33,4,16,19,22,2,88
"Essex","East of England","2017-10-01","Oct",2017,"Q4_2017",6,259,47,30,3,122,19,50,71,39,10,198
"Gloucestershire","South West","2017-10-01","Oct",2017,"Q4_2017",1,69,6,9,0,60,5,12,38,20,3,61
"GreaterManchester","North West","2017-10-01","Oct",2017,"Q4_2017",10,472,73,58,24,144,20,90,65,141,39,294
"Gwent","Cymru/Wales","2017-10-01","Oct",2017,"Q4_2017",0,87,6,16,5,75,6,20,21,30,4,116
"Hampshire","Oxfordshire","2017-10-01","Oct",2017,"Q4_2017",0,307,25,31,8,229,26,39,64,80,17,228
"Hertfordshire","Thames and Chiltern","2017-10-01","Oct",2017,"Q4_2017",1,169,6,23,16,141,29,31,76,35,9,136
"Humberside","Yorkshire and Humberside","2017-10-01","Oct",2017,"Q4_2017",0,187,7,45,7,131,14,35,40,55,11,107
"Kent","South East","2017-10-01","Oct",2017,"Q4_2017",8,253,34,46,2,142,29,48,72,76,21,164
"Lancashire","North West","2017-10-01","Oct",2017,"Q4_2017",4,273,13,43,6,256,14,71,63,103,21,287
"Leicestershire","East Midlands","2017-10-01","Oct",2017,"Q4_2017",4,144,33,22,4,75,12,23,38,42,11,119
"Lincolnshire","East Midlands","2017-10-01","Oct",2017,"Q4_2017",0,140,6,16,2,121,11,23,45,29,9,135
"Merseyside","Mersey-Cheshire","2017-10-01","Oct",2017,"Q4_2017",2,240,20,17,2,158,16,43,173,85,33,240
"Metropolitan and City","Greater London","2017-10-01","Oct",2017,"Q4_2017",13,1373,136,160,59,741,226,196,960,460,199,1075
"Norfolk","East of England","2017-10-01","Oct",2017,"Q4_2017",0,161,14,12,0,104,11,40,69,66,12,118
"Northamptonshire","East Midlands","2017-10-01","Oct",2017,"Q4_2017",0,126,11,17,2,57,15,20,38,17,11,97
"Northumbria","North East","2017-10-01","Oct",2017,"Q4_2017",2,297,51,39,4,209,41,67,69,164,17,186
"North Wales","Cymru/Wales","2017-10-01","Oct",2017,"Q4_2017",1,165,17,12,1,77,5,24,50,57,6,119
"North Yorkshire","Yorkshire and Humberside","2017-10-01","Oct",2017,"Q4_2017",1,131,12,19,3,101,3,25,32,47,7,94
"Nottinghamshire","East Midlands","2017-10-01","Oct",2017,"Q4_2017",3,221,47,20,13,172,13,39,116,83,28,169
"South Wales","Cymru/Wales","2017-10-01","Oct",2017,"Q4_2017",2,317,35,36,7,252,11,52,133,122,14,193
"South Yorkshire","Yorkshire and Humberside","2017-10-01","Oct",2017,"Q4_2017",4,268,11,42,8,189,8,55,77,95,20,168
"Staffordshire","West Midlands","2017-10-01","Oct",2017,"Q4_2017",3,177,22,20,3,136,7,38,62,71,18,120
"Suffolk","East of England","2017-10-01","Oct",2017,"Q4_2017",0,96,11,6,1,47,7,22,47,34,5,95
"Surrey","South East","2017-10-01","Oct",2017,"Q4_2017",0,131,12,13,1,68,12,19,37,23,9,118
"Sussex","South East","2017-10-01","Oct",2017,"Q4_2017",1,210,27,25,4,122,21,35,72,45,3,204
"Thames Valley","Thames and Chiltern","2017-10-01","Oct",2017,"Q4_2017",4,320,46,47,11,232,27,49,114,103,25,287
"Warwickshire","West Midlands","2017-10-01","Oct",2017,"Q4_2017",1,64,2,7,5,56,10,11,13,17,3,54
"West Mercia","West Midlands","2017-10-01","Oct",2017,"Q4_2017",0,217,17,11,3,132,14,25,45,68,13,193
"West Midlands","West Midlands","2017-10-01","Oct",2017,"Q4_2017",6,593,56,73,31,501,60,85,238,213,51,298
"West Yorkshire","Yorkshire and Humberside","2017-10-01","Oct",2017,"Q4_2017",5,402,76,51,21,255,40,80,115,122,19,204
"Wiltshire","Oxfordshire","2017-10-01","Oct",2017,"Q4_2017",2,109,7,14,1,69,9,14,27,24,3,80
"Avon and Somerset","South West","2017-11-01","Nov",2017,"Q4_2017",4,291,36,30,9,140,25,58,94,84,26,201
"Bedfordshire","Thames and Chiltern","2017-11-01","Nov",2017,"Q4_2017",1,90,6,11,2,53,10,16,25,23,7,87
"Cambridgeshire","East of England","2017-11-01","Nov",2017,"Q4_2017",0,124,11,24,14,79,7,16,25,24,2,88
"Cheshire","Mersey-Cheshire","2017-11-01","Nov",2017,"Q4_2017",0,292,18,11,6,186,19,37,99,105,23,266
"Cleveland","North East","2017-11-01","Nov",2017,"Q4_2017",0,134,8,35,6,228,12,30,55,56,16,90
"Cumbria","North West","2017-11-01","Nov",2017,"Q4_2017",1,107,3,6,0,75,6,19,26,37,2,77
"Derbyshire","East Midlands","2017-11-01","Nov",2017,"Q4_2017",1,184,7,14,8,124,18,46,55,48,22,120
"Devon and Cornwall","South West","2017-11-01","Nov",2017,"Q4_2017",4,217,9,28,5,98,11,37,56,66,5,189
"Dorset","Oxfordshire","2017-11-01","Nov",2017,"Q4_2017",0,139,11,13,2,84,14,23,36,50,11,132
"Durham","North East","2017-11-01","Nov",2017,"Q4_2017",1,114,3,19,3,94,8,10,14,35,6,97
"Dyfed Powys","Cymru/Wales","2017-11-01","Nov",2017,"Q4_2017",0,86,8,5,0,42,1,17,27,20,3,63
"Essex","East of England","2017-11-01","Nov",2017,"Q4_2017",2,216,26,35,8,115,15,48,71,56,10,207
"Gloucestershire","South West","2017-11-01","Nov",2017,"Q4_2017",1,71,5,11,2,57,8,18,34,14,3,55
"GreaterManchester","North West","2017-11-01","Nov",2017,"Q4_2017",7,476,75,61,12,171,22,75,97,144,22,275
"Gwent","Cymru/Wales","2017-11-01","Nov",2017,"Q4_2017",1,103,6,18,1,74,5,14,48,18,10,73
"Hampshire","Oxfordshire","2017-11-01","Nov",2017,"Q4_2017",4,302,41,25,5,228,18,42,74,66,12,200
"Hertfordshire","Thames and Chiltern","2017-11-01","Nov",2017,"Q4_2017",0,142,9,13,8,152,24,18,62,41,8,135
"Humberside","Yorkshire and Humberside","2017-11-01","Nov",2017,"Q4_2017",1,188,8,29,6,146,10,48,37,68,7,90
"Kent","South East","2017-11-01","Nov",2017,"Q4_2017",10,359,35,20,9,142,40,53,101,56,32,173
"Lancashire","North West","2017-11-01","Nov",2017,"Q4_2017",3,285,13,44,13,250,24,74,59,102,16,265
"Leicestershire","East Midlands","2017-11-01","Nov",2017,"Q4_2017",2,178,24,27,8,107,19,36,61,55,9,111
"Lincolnshire","East Midlands","2017-11-01","Nov",2017,"Q4_2017",1,146,6,16,1,122,7,17,44,46,11,155
"Merseyside","Mersey-Cheshire","2017-11-01","Nov",2017,"Q4_2017",2,322,20,27,1,171,21,66,182,114,27,304
"Metropolitan and City","Greater London","2017-11-01","Nov",2017,"Q4_2017",25,1530,159,190,82,766,226,215,939,431,178,959
"Norfolk","East of England","2017-11-01","Nov",2017,"Q4_2017",0,183,13,15,1,121,14,32,48,83,5,129
"Northamptonshire","East Midlands","2017-11-01","Nov",2017,"Q4_2017",1,135,5,9,4,58,6,29,22,30,7,103
"Northumbria","North East","2017-11-01","Nov",2017,"Q4_2017",1,260,36,44,11,244,18,53,73,158,18,173
"North Wales","Cymru/Wales","2017-11-01","Nov",2017,"Q4_2017",6,148,9,13,2,90,8,26,46,49,3,109
"North Yorkshire","Yorkshire and Humberside","2017-11-01","Nov",2017,"Q4_2017",0,100,6,15,1,92,9,20,25,37,10,78
"Nottinghamshire","East Midlands","2017-11-01","Nov",2017,"Q4_2017",6,274,40,27,6,160,14,36,102,101,21,159
"South Wales","Cymru/Wales","2017-11-01","Nov",2017,"Q4_2017",1,354,25,28,2,235,21,72,133,129,24,243
"South Yorkshire","Yorkshire and Humberside","2017-11-01","Nov",2017,"Q4_2017",0,233,13,47,10,195,20,52,79,93,16,157
"Staffordshire","West Midlands","2017-11-01","Nov",2017,"Q4_2017",4,201,22,16,2,138,7,43,66,42,25,144
"Suffolk","East of England","2017-11-01","Nov",2017,"Q4_2017",0,139,12,13,2,51,2,17,45,35,10,100
"Surrey","South East","2017-11-01","Nov",2017,"Q4_2017",0,129,15,9,4,65,21,18,36,25,8,132
"Sussex","South East","2017-11-01","Nov",2017,"Q4_2017",0,223,20,31,5,98,22,34,57,48,15,176
"Thames Valley","Thames and Chiltern","2017-11-01","Nov",2017,"Q4_2017",0,339,45,52,11,202,36,57,137,106,16,283
"Warwickshire","West Midlands","2017-11-01","Nov",2017,"Q4_2017",1,59,9,10,5,46,7,10,10,20,4,65
"West Mercia","West Midlands","2017-11-01","Nov",2017,"Q4_2017",1,197,15,20,2,134,18,27,46,64,7,174
"West Midlands","West Midlands","2017-11-01","Nov",2017,"Q4_2017",9,669,62,69,55,500,68,98,235,256,42,298
"West Yorkshire","Yorkshire and Humberside","2017-11-01","Nov",2017,"Q4_2017",10,455,67,54,24,251,32,91,149,150,47,236
"Wiltshire","Oxfordshire","2017-11-01","Nov",2017,"Q4_2017",1,88,6,8,1,83,8,17,15,23,3,81
"Avon and Somerset","South West","2017-12-01","Dec",2017,"Q4_2017",0,203,48,26,7,126,19,38,61,64,10,137
"Bedfordshire","Thames and Chiltern","2017-12-01","Dec",2017,"Q4_2017",0,77,7,18,2,43,4,13,22,17,1,69
"Cambridgeshire","East of England","2017-12-01","Dec",2017,"Q4_2017",0,115,7,11,0,57,10,24,23,27,3,63
"Cheshire","Mersey-Cheshire","2017-12-01","Dec",2017,"Q4_2017",1,206,22,18,8,126,7,41,61,77,11,190
"Cleveland","North East","2017-12-01","Dec",2017,"Q4_2017",0,94,5,31,6,181,11,33,59,41,4,50
"Cumbria","North West","2017-12-01","Dec",2017,"Q4_2017",1,101,4,1,1,60,5,11,22,35,5,77
"Derbyshire","East Midlands","2017-12-01","Dec",2017,"Q4_2017",1,129,8,13,3,120,11,21,42,44,16,82
"Devon and Cornwall","South West","2017-12-01","Dec",2017,"Q4_2017",1,152,11,11,3,78,5,32,38,33,5,151
"Dorset","Oxfordshire","2017-12-01","Dec",2017,"Q4_2017",0,97,5,12,5,72,10,15,35,22,8,117
"Durham","North East","2017-12-01","Dec",2017,"Q4_2017",3,81,2,18,1,80,4,19,8,26,3,58
"Dyfed Powys","Cymru/Wales","2017-12-01","Dec",2017,"Q4_2017",0,42,9,4,0,24,1,14,31,16,3,46
"Essex","East of England","2017-12-01","Dec",2017,"Q4_2017",1,189,29,30,5,109,24,26,91,50,9,203
"Gloucestershire","South West","2017-12-01","Dec",2017,"Q4_2017",1,57,3,10,1,37,3,11,17,13,4,38
"GreaterManchester","North West","2017-12-01","Dec",2017,"Q4_2017",9,378,51,45,18,119,9,66,88,120,26,202
"Gwent","Cymru/Wales","2017-12-01","Dec",2017,"Q4_2017",2,60,6,3,3,42,4,13,23,12,4,55
"Hampshire","Oxfordshire","2017-12-01","Dec",2017,"Q4_2017",2,225,20,27,7,171,35,42,71,71,16,178
"Hertfordshire","Thames and Chiltern","2017-12-01","Dec",2017,"Q4_2017",6,130,6,8,5,99,17,22,49,32,8,96
"Humberside","Yorkshire and Humberside","2017-12-01","Dec",2017,"Q4_2017",1,165,9,23,4,123,25,26,32,41,10,80
"Kent","South East","2017-12-01","Dec",2017,"Q4_2017",0,230,16,14,2,149,29,39,72,50,21,157
"Lancashire","North West","2017-12-01","Dec",2017,"Q4_2017",0,245,11,26,5,183,23,52,42,119,18,202
"Leicestershire","East Midlands","2017-12-01","Dec",2017,"Q4_2017",2,178,19,19,3,88,13,22,27,37,9,84
"Lincolnshire","East Midlands","2017-12-01","Dec",2017,"Q4_2017",3,89,3,4,1,91,10,12,33,34,13,107
"Merseyside","Mersey-Cheshire","2017-12-01","Dec",2017,"Q4_2017",2,260,23,11,9,138,24,40,161,57,12,182
"Metropolitan and City","Greater London","2017-12-01","Dec",2017,"Q4_2017",12,1092,145,149,65,637,174,145,758,350,188,952
"Norfolk","East of England","2017-12-01","Dec",2017,"Q4_2017",1,131,14,6,1,100,5,30,61,69,9,141
"Northamptonshire","East Midlands","2017-12-01","Dec",2017,"Q4_2017",2,105,2,6,4,40,6,21,19,25,14,75
"Northumbria","North East","2017-12-01","Dec",2017,"Q4_2017",2,206,35,44,8,187,17,47,40,109,15,148
"North Wales","Cymru/Wales","2017-12-01","Dec",2017,"Q4_2017",3,134,9,12,1,82,7,30,16,36,4,97
"North Yorkshire","Yorkshire and Humberside","2017-12-01","Dec",2017,"Q4_2017",0,98,2,14,2,71,10,21,24,28,14,83
"Nottinghamshire","East Midlands","2017-12-01","Dec",2017,"Q4_2017",4,172,34,23,13,152,17,34,94,56,18,107
"South Wales","Cymru/Wales","2017-12-01","Dec",2017,"Q4_2017",5,251,30,32,8,188,22,48,115,101,23,183
"South Yorkshire","Yorkshire and Humberside","2017-12-01","Dec",2017,"Q4_2017",0,204,8,32,12,138,15,44,65,45,14,82
"Staffordshire","West Midlands","2017-12-01","Dec",2017,"Q4_2017",2,160,28,15,4,98,11,31,55,50,14,129
"Suffolk","East of England","2017-12-01","Dec",2017,"Q4_2017",0,88,5,2,1,54,1,12,37,29,8,111
"Surrey","South East","2017-12-01","Dec",2017,"Q4_2017",0,124,15,4,1,38,6,14,36,27,2,94
"Sussex","South East","2017-12-01","Dec",2017,"Q4_2017",0,250,19,11,10,107,13,30,51,38,12,147
"Thames Valley","Thames and Chiltern","2017-12-01","Dec",2017,"Q4_2017",1,257,55,29,6,144,22,37,92,68,16,229
"Warwickshire","West Midlands","2017-12-01","Dec",2017,"Q4_2017",1,57,6,5,0,39,2,8,4,17,0,67
"West Mercia","West Midlands","2017-12-01","Dec",2017,"Q4_2017",0,162,19,12,4,104,15,22,39,53,7,137
"West Midlands","West Midlands","2017-12-01","Dec",2017,"Q4_2017",8,519,47,36,39,340,45,63,203,189,57,227
"West Yorkshire","Yorkshire and Humberside","2017-12-01","Dec",2017,"Q4_2017",2,417,53,52,16,234,21,71,96,113,44,261
"Wiltshire","Oxfordshire","2017-12-01","Dec",2017,"Q4_2017",1,88,3,8,0,65,9,16,27,21,2,60
"Avon and Somerset","South West","2018-01-01","Jan",2018,"Q1_2018",1,306,43,20,10,149,20,46,100,91,12,228
"Bedfordshire","Thames and Chiltern","2018-01-01","Jan",2018,"Q1_2018",0,112,5,12,2,67,10,11,31,23,5,85
"Cambridgeshire","East of England","2018-01-01","Jan",2018,"Q1_2018",2,131,5,14,3,77,13,13,18,27,2,99
"Cheshire","Mersey-Cheshire","2018-01-01","Jan",2018,"Q1_2018",2,237,26,27,7,126,22,27,91,131,15,262
"Cleveland","North East","2018-01-01","Jan",2018,"Q1_2018",1,88,6,27,3,256,12,30,55,66,9,85
"Cumbria","North West","2018-01-01","Jan",2018,"Q1_2018",3,145,2,13,0,91,7,18,35,41,4,109
"Derbyshire","East Midlands","2018-01-01","Jan",2018,"Q1_2018",0,215,7,14,1,170,23,41,55,81,19,183
"Devon and Cornwall","South West","2018-01-01","Jan",2018,"Q1_2018",1,205,11,20,9,78,7,53,44,80,11,215
"Dorset","Oxfordshire","2018-01-01","Jan",2018,"Q1_2018",2,140,16,17,2,71,12,22,44,33,9,139
"Durham","North East","2018-01-01","Jan",2018,"Q1_2018",2,113,4,21,3,103,9,32,10,23,7,90
"Dyfed Powys","Cymru/Wales","2018-01-01","Jan",2018,"Q1_2018",0,83,8,6,0,64,1,34,76,27,1,86
"Essex","East of England","2018-01-01","Jan",2018,"Q1_2018",3,274,30,34,5,156,20,38,82,55,15,259
"Gloucestershire","South West","2018-01-01","Jan",2018,"Q1_2018",1,96,3,5,2,57,6,12,22,19,1,63
"GreaterManchester","North West","2018-01-01","Jan",2018,"Q1_2018",6,476,56,43,24,127,32,85,84,165,30,294
"Gwent","Cymru/Wales","2018-01-01","Jan",2018,"Q1_2018",0,67,12,7,5,65,4,25,44,33,5,105
"Hampshire","Oxfordshire","2018-01-01","Jan",2018,"Q1_2018",3,359,29,33,13,230,26,53,85,72,16,255
"Hertfordshire","Thames and Chiltern","2018-01-01","Jan",2018,"Q1_2018",0,167,8,22,10,129,19,26,91,48,11,123
"Humberside","Yorkshire and Humberside","2018-01-01","Jan",2018,"Q1_2018",2,156,7,24,5,119,15,43,39,46,11,111
"Kent","South East","2018-01-01","Jan",2018,"Q1_2018",5,295,21,26,6,157,30,50,80,68,21,211
"Lancashire","North West","2018-01-01","Jan",2018,"Q1_2018",4,318,13,48,17,242,25,61,62,125,24,272
"Leicestershire","East Midlands","2018-01-01","Jan",2018,"Q1_2018",1,175,26,15,12,112,14,43,21,57,16,125
"Lincolnshire","East Midlands","2018-01-01","Jan",2018,"Q1_2018",1,143,5,21,2,130,12,21,48,54,18,168
"Merseyside","Mersey-Cheshire","2018-01-01","Jan",2018,"Q1_2018",5,303,18,22,4,196,31,66,207,80,16,269
"Metropolitan and City","Greater London","2018-01-01","Jan",2018,"Q1_2018",14,1373,127,170,75,756,187,214,936,426,208,991
"Norfolk","East of England","2018-01-01","Jan",2018,"Q1_2018",1,184,13,10,4,99,11,47,65,85,15,136
"Northamptonshire","East Midlands","2018-01-01","Jan",2018,"Q1_2018",0,139,5,17,3,63,9,18,33,40,8,105
"Northumbria","North East","2018-01-01","Jan",2018,"Q1_2018",2,289,35,40,2,241,16,70,76,137,18,205
"North Wales","Cymru/Wales","2018-01-01","Jan",2018,"Q1_2018",1,192,20,21,2,116,8,46,43,68,8,141
"North Yorkshire","Yorkshire and Humberside","2018-01-01","Jan",2018,"Q1_2018",0,90,3,8,9,83,4,21,27,27,2,89
"Nottinghamshire","East Midlands","2018-01-01","Jan",2018,"Q1_2018",3,224,38,24,9,180,16,46,122,76,27,142
"South Wales","Cymru/Wales","2018-01-01","Jan",2018,"Q1_2018",0,393,32,21,5,218,50,60,170,116,31,252
"South Yorkshire","Yorkshire and Humberside","2018-01-01","Jan",2018,"Q1_2018",1,202,11,43,9,144,21,61,71,95,20,149
"Staffordshire","West Midlands","2018-01-01","Jan",2018,"Q1_2018",0,201,21,24,3,117,10,40,60,65,19,158
"Suffolk","East of England","2018-01-01","Jan",2018,"Q1_2018",1,119,5,7,3,71,6,23,47,37,11,107
"Surrey","South East","2018-01-01","Jan",2018,"Q1_2018",0,136,15,11,0,68,9,16,56,19,15,137
"Sussex","South East","2018-01-01","Jan",2018,"Q1_2018",0,232,27,17,6,95,15,28,56,51,15,171
"Thames Valley","Thames and Chiltern","2018-01-01","Jan",2018,"Q1_2018",2,295,53,34,10,179,38,57,114,117,22,331
"Warwickshire","West Midlands","2018-01-01","Jan",2018,"Q1_2018",0,69,7,7,0,69,8,8,14,15,2,72
"West Mercia","West Midlands","2018-01-01","Jan",2018,"Q1_2018",2,195,15,14,6,135,17,48,65,68,16,209
"West Midlands","West Midlands","2018-01-01","Jan",2018,"Q1_2018",12,672,75,75,62,432,59,107,251,269,58,310
"West Yorkshire","Yorkshire and Humberside","2018-01-01","Jan",2018,"Q1_2018",7,431,91,61,12,244,32,65,101,100,29,283
"Wiltshire","Oxfordshire","2018-01-01","Jan",2018,"Q1_2018",0,107,5,3,1,60,16,22,21,16,11,108
"Avon and Somerset","South West","2018-02-01","Feb",2018,"Q1_2018",2,229,33,21,1,114,15,45,72,94,8,183
"Bedfordshire","Thames and Chiltern","2018-02-01","Feb",2018,"Q1_2018",0,51,5,8,9,39,7,15,30,25,5,99
"Cambridgeshire","East of England","2018-02-01","Feb",2018,"Q1_2018",3,109,8,8,6,66,7,19,28,15,3,92
"Cheshire","Mersey-Cheshire","2018-02-01","Feb",2018,"Q1_2018",0,230,18,11,2,152,16,36,93,95,15,197
"Cleveland","North East","2018-02-01","Feb",2018,"Q1_2018",0,103,8,41,13,219,15,28,52,35,5,65
"Cumbria","North West","2018-02-01","Feb",2018,"Q1_2018",0,101,7,10,1,74,13,13,28,36,6,78
"Derbyshire","East Midlands","2018-02-01","Feb",2018,"Q1_2018",1,169,6,14,2,130,11,32,21,45,12,135
"Devon and Cornwall","South West","2018-02-01","Feb",2018,"Q1_2018",1,202,6,19,4,100,12,35,59,56,4,163
"Dorset","Oxfordshire","2018-02-01","Feb",2018,"Q1_2018",0,126,12,12,0,64,15,24,45,34,13,133
"Durham","North East","2018-02-01","Feb",2018,"Q1_2018",0,116,4,14,1,75,12,17,11,28,5,71
"Dyfed Powys","Cymru/Wales","2018-02-01","Feb",2018,"Q1_2018",0,74,5,2,1,38,1,13,62,16,3,62
"Essex","East of England","2018-02-01","Feb",2018,"Q1_2018",2,239,20,27,9,125,30,36,77,53,10,193
"Gloucestershire","South West","2018-02-01","Feb",2018,"Q1_2018",0,79,8,12,0,45,11,17,28,15,4,63
"GreaterManchester","North West","2018-02-01","Feb",2018,"Q1_2018",7,404,61,45,18,143,30,67,97,102,29,267
"Gwent","Cymru/Wales","2018-02-01","Feb",2018,"Q1_2018",1,99,5,7,1,59,2,15,19,26,4,79
"Hampshire","Oxfordshire","2018-02-01","Feb",2018,"Q1_2018",3,276,27,24,2,206,18,44,83,53,9,185
"Hertfordshire","Thames and Chiltern","2018-02-01","Feb",2018,"Q1_2018",0,148,7,7,5,127,16,17,88,31,12,131
"Humberside","Yorkshire and Humberside","2018-02-01","Feb",2018,"Q1_2018",1,159,3,33,5,143,13,40,33,52,9,62
